Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama : Produk Masal,Target Pasar Utama : Produk Spesifik,Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan,Kebutuhan Pembiayaan Kredit ,Nilai Aset yang data menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
Snak Krupuk Unyil,"16,67",6,1,2014,?pm=myAxSfIrzOKfQVjzWWaMgg==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 16,67 Juta","Rp. 6,00 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 14,00 Juta",3
Soevenir,10,189,3,2011,?pm=2d8OKMngKcxnUGVhjGJqFg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,3,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 10,00 Juta","Rp. 189,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 5,00 Juta",4
Tambak Ikan,"131,5","7,6",2,2009,?pm=69GFyG3tHFCUA9AC6Oea8A==&mp=2BbfzMJpZb2nANZ3GT30ng==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Sedang,"Rp. 131,50 Juta","Rp. 7,60 Juta",50 %/Tahun,"Rp. 5,00 Juta","Rp. 115,00 Juta",4
Tanah Palawija,"91,1","44,4",1,2014,?pm=E1ITtDbwqRPZuksVEFmwew==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,1,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 91,10 Juta","Rp. 44,40 Juta",- %/Tahun,"Rp. 5,40 Juta","Rp. 75,00 Juta",7
Tanam Palawija ,"91,1","44,4",1,2014,?pm=iFxXTF/Kc1+6PaP2aWka6w==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,1,Retail,"Memenuhi Order Dari Distributor/Eksportir/Trader   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 91,10 Juta","Rp. 44,40 Juta",- %/Tahun,"Rp. 5,40 Juta","Rp. 75,00 Juta",7
Tani,45,72,10,2011,?pm=XcEqGYSsNwnjoUaXJhGT3Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,10,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 45,00 Juta","Rp. 72,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 24,00 Juta",5
TANI JERUK,78.200.000,18,2,2013,?pm=AfNYg7CTVkdz/tDvdK0BbQ==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Rendah,"Rp. 78.200.000,00 Juta","Rp. 18.000,00 Juta",100 %/Tahun,"Rp. 0,00 Juta","Rp. 78,00 Juta",0
Tani Tembakau,"32,5","20,75",1,2009,?pm=SdyUiLNXA9OPh3Fb6aogLA==&mp=2BbfzMJpZb2nANZ3GT30ng==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,1,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 32,50 Juta","Rp. 20,75 Juta",10 %/Tahun,"Rp. 5,60 Juta","Rp. 15,00 Juta",5
TEMBAKAU,140.100.000,96,2,2013,?pm=j13Z/RH86M+rRJfCHEFoYA==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 140.100.000,00 Juta","Rp. 96.000,00 Juta",100 %/Tahun,"Rp. 10,00 Juta","Rp. 85,00 Juta",4
Tembakau Potong,24.500.000,"290,5",2,2011,?pm=ykfikupFMdFLA5dGk5JT5g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 24.500.000,00 Juta","Rp. 290,50 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 350,00 Juta",3
Ternak Ayam,"84,31",600,12,2012,?pm=dvpYgcR5exR113a5dNQj5Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,12,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 84,31 Juta","Rp. 600,00 Juta",50 %/Tahun,"Rp. 10,00 Juta","Rp. 173,00 Juta",8
Ternak Ayam Kampung,"41,5",144,1,2014,?pm=tuGcLxtBR4df525nOXhaew==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 41,50 Juta","Rp. 144,00 Juta",- %/Tahun,"Rp. 8,00 Juta","Rp. 80,00 Juta",5
Ternak Ayam Potong,77,480,1,2012,?pm=oVwYXKY3YRmbqN62nIxvYA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 77,00 Juta","Rp. 480,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 116,00 Juta",8
Ternak Bebek,46,"60,48",2,2011,?pm=BQTO3j9R9XWj09rLhscS6g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan",,,,"   0,00 %","   0,00 %",,"Rp. 0,00 Juta","Rp. 0,00 Juta", %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",
Ternak Bebek,"23,5",18,4,2011,?pm=efHz7DM6LaC3Wu3RwzXK2A==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan",Usaha Dagang (UD),4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 23,50 Juta","Rp. 18,00 Juta",30 %/Tahun,"Rp. 10,00 Juta","Rp. 30,00 Juta",5
Ternak Ikan Lele,36,38,4,2013,?pm=NRvZbD8ATqKaSd+SEdJPIA==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %",Sedang,"Rp. 36,00 Juta","Rp. 38,00 Juta",10 %/Tahun,"Rp. 8,00 Juta","Rp. 80,00 Juta",6
Ternak Itik,338,912,19,2011,?pm=SEwBaFjbhmUjQCBoFeqCQw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan",Koperasi,19,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 338,00 Juta","Rp. 912,00 Juta",15 %/Tahun,"Rp. 0,00 Juta","Rp. 340,00 Juta",7
Ternak Itik,99,86,4,2009,?pm=W6YiTo9NvEwjt8FAbcRDtA==&mp=2BbfzMJpZb2nANZ3GT30ng==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %",Rendah,"Rp. 99,00 Juta","Rp. 86,00 Juta",20 %/Tahun,"Rp. 2,00 Juta","Rp. 93,00 Juta",6
Ternak Itik,235,471,9,2011,?pm=QoPPsE8nArKYkSAqAIyy9w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan",Koperasi,9,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %",Rendah,"Rp. 235,00 Juta","Rp. 471,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 130,00 Juta",8
Ternak Itik ,"181,5",180,2,2014,?pm=osow41O4bjstwPGtJNMoaw==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 181,50 Juta","Rp. 180,00 Juta",- %/Tahun,"Rp. 6,30 Juta","Rp. 153,00 Juta",7
TERNAK LEMBU,121,67,1,2011,?pm=vUcNLeluNdOVhKP3M9aPkQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan",,,,"   0,00 %","   0,00 %",,"Rp. 0,00 Juta","Rp. 0,00 Juta", %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",
Ternak Puyuh,21.950.000,"172,44",1,2011,?pm=dznHXMDHylVOh8iJfZjOTA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,1,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 21.950.000,00 Juta","Rp. 172,44 Juta",20 %/Tahun,"Rp. 5,00 Juta","Rp. 165,00 Juta",3
TERNAK SAPI,240,180,2,2013,?pm=St5LoWuewn7ZOJPH+gcGPw==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Rendah,"Rp. 240.000,00 Juta","Rp. 180.000,00 Juta",0 %/Tahun,"Rp. 0,00 Juta","Rp. 240,00 Juta",3
Ternak Sapi,1.07,4.64,3,2009,?pm=y8mPTr1nKoFBhoDoCwoC/g==&mp=2BbfzMJpZb2nANZ3GT30ng==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,3,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %",Rendah,"Rp. 1.070,00 Juta","Rp. 4.640,00 Juta",30 %/Tahun,"Rp. 3,00 Juta","Rp. 720,00 Juta",4
Ternak Sapi Perah,229.500.000,"39,36",1,2011,?pm=8vWGAL6cpVNNZMbTZXwVuQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,1,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 229.500.000,00 Juta","Rp. 39,36 Juta",5 %/Tahun,"Rp. 5,00 Juta","Rp. 200,00 Juta",4
Ternak+jamur,"4,25",53,30,2012,?pm=FolKfpxHEfpZDAeLROzpmA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,30,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 4,25 Juta","Rp. 53,00 Juta",5 %/Tahun,"Rp. 6,00 Juta","Rp. 10,00 Juta",3
Toko Kelontongan,"67,15",144,0,2012,?pm=cKrRdErEUQV/FY/rYnIdnw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 67,15 Juta","Rp. 144,00 Juta",10 %/Tahun,"Rp. 8,00 Juta","Rp. 40,00 Juta",3
UBI JALAR,12.55,3.16,2,2013,?pm=ZwIvdgFfm92M5rlhZPywaQ==&mp=fOhzApotY5QnAtxxXvjAfA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 12.550,00 Juta","Rp. 3.160,00 Juta",5 %/Tahun,"Rp. 10,00 Juta","Rp. 125,00 Juta",3
Udang Dan Ikan,82,80,2,2011,?pm=ZKL7AR2iYCXuBvfe6jyFKg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail,"Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   0,00 %",Rendah,"Rp. 82,00 Juta","Rp. 80,00 Juta",5 %/Tahun,"Rp. 0,00 Juta","Rp. 60,00 Juta",3
Usaha Ayam Potong,112,50,2,2012,?pm=TAy0GdHY6Y9B5qqhzvj4tQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Sedang,"Rp. 112,00 Juta","Rp. 50,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 123,00 Juta",4
Usaha Dagang Ikan Hias,"14,37",12,1,2014,?pm=1VqrXRNJjepzSlBbaBZ/UA==&mp=xI6rAeQkygTAn3Z625IGLg==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,1,Retail,"Tidak Ada   0,00 %","Memenuhi Order Dari Distributor/Eksportir/Trader   100,00 %",Sedang,"Rp. 14,37 Juta","Rp. 12,00 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 13,00 Juta",3
Usaha Penggilingan Padi,575,120,4,2009,?pm=CR+mg4iBsFxspyhX326jNw==&mp=2BbfzMJpZb2nANZ3GT30ng==,"Pertanian, Kehutanan, dan Perikanan",Koperasi,4,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %",Rendah,"Rp. 575,00 Juta","Rp. 120,00 Juta",15 %/Tahun,"Rp. 7,50 Juta","Rp. 150,00 Juta",4
Usaha Penjualan Tanaman,634,400,2,2010,?pm=WnjV4glmm6M8vrcqE5anBA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Tinggi,"Rp. 634,00 Juta","Rp. 400,00 Juta",30 %/Tahun,"Rp. 4,50 Juta","Rp. 33,00 Juta",8
Usaha Penjualan Tanaman,"137,5","47,5",2,2010,?pm=h1zSqlxvyJjL1GrJTeNhVQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail,"Tidak Ada   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 137,50 Juta","Rp. 47,50 Juta",10 %/Tahun,"Rp. 4,50 Juta","Rp. 6,00 Juta",4
Warung Kopi,"27,25","33,75",2,2009,?pm=WzbWQcWyXpHuege9yfzFCw==&mp=2BbfzMJpZb2nANZ3GT30ng==,"Pertanian, Kehutanan, dan Perikanan",Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 27,25 Juta","Rp. 33,75 Juta",30 %/Tahun,"Rp. 10,00 Juta","Rp. 15,00 Juta",-
