Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Bali Pot Keramik ,Pembuatan Sarung Bantal,381,135,10,2008,"['_pengusahadetail(""?pm=VFYQK/GroQp1K3/i5anNOw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bali Pot Keramik "")']"
 Wana Orchids,Pembuatan Kue,63,180,4,2008,"['_pengusahadetail(""?pm=hyk7c4V8JOuZVEUz98wQZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wana Orchids"")']"
 Jatayu Bali,Pembuatan Pakaian,"157,5",178,1,2008,"['_pengusahadetail(""?pm=UDFs92LvkMREGuv+NzddRA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jatayu Bali"")']"
 Tempe Muhalip,Pengolahan Tempe,"283,5","177,44",2,2011,"['_pengusahadetail(""?pm=mwjJGTvBb5dMXIGb68lqlg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Tempe Muhalip"")']"
 Industri Tempe Subeckhi,Pengolahan Tempe,"147,25","259,92",2,2011,"['_pengusahadetail(""?pm=HFMeDnIYPWabJt8M1bl32Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Subeckhi"")']"
 Industri Tempe Wahyudi,Pengolahan Tempe,30,"199,26",3,2011,"['_pengusahadetail(""?pm=NjTP1d4VNe1IQWgfS0cCRQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Wahyudi"")']"
 Industri Tempe Tauhid,Pengolahan Tempe,158,"133,92",3,2011,"['_pengusahadetail(""?pm=YChb5AtSh3oJYGimzmSZzA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Tauhid"")']"
 Industri Tempe Rasdi,Pengolahan Tempe,"267,25","199,26",3,2011,"['_pengusahadetail(""?pm=B4j8/WpGElazEjOfK9kY1w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Rasdi"")']"
 Industri Tempe Tasmani,Pengolahan Tempe,152,"133,92",3,2011,"['_pengusahadetail(""?pm=vZc1Uq3zoEKUkyT3Zz6fuA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Tasmani"")']"
 Industri Tempe Kuswanto,Pengolahan Tempe,"33,5","133,92",2,2011,"['_pengusahadetail(""?pm=KNoKNfX7o/5kr2KnX61Rag==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Kuswanto"")']"
 Industri Tempe Subhan,Pengolahan Tempe,"33,75","133,92",2,2011,"['_pengusahadetail(""?pm=H04sV5ER+vUuVXpRKxzNag==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Subhan"")']"
 Industri Tempe Rasijan,Pengolahan Tempe,"661,5",324,4,2011,"['_pengusahadetail(""?pm=ug2/ddgDs7I1KzoSibiKbg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Rasijan"")']"
 Industri Tempe Nurhadi,Pengolahan Tempe,"176,5","259,2",2,2011,"['_pengusahadetail(""?pm=ujONcxgqmtws8VwREohq6Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Nurhadi"")']"
 Industri Tempe Tarjono,Pengolahan Tempe,"297,5","177,44",2,2011,"['_pengusahadetail(""?pm=sRky+G+EdyknBQ7GLIFHLg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Tarjono"")']"
 Industri Tempe Tarlin,Pengolahan Tempe,"220,5","345,6",3,2011,"['_pengusahadetail(""?pm=4sBgKgXxqfDxN1ZJ2Rzl+w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Tarlin"")']"
 Industri Tempe Wintoso,Pengolahan Tempe,"34,5","129,6",2,2011,"['_pengusahadetail(""?pm=GhPIXQHB+ij/+RkNvdH7Dg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Wintoso"")']"
 Industri Tempe Sarbini,Pengolahan Tempe,"176,75","259,2",2,2011,"['_pengusahadetail(""?pm=jOxNsHql9QDBMfnwH4LKRA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Tempe Sarbini"")']"
 DKS,Pembuatan pakaian jadi,"307,42","159,5",19,2008,"['_pengusahadetail(""?pm=GmFrZumV0x1Y23B6W+/PPA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""DKS"")']"
 Tempira,Pembuatan Tas,203,"21,25",10,2008,"['_pengusahadetail(""?pm=6zmLdGmpWjPZU+INhWDekQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tempira"")']"
 Dian Citra Utama Fashion,Pembuatan pakaian jadi,520,100,5,2008,"['_pengusahadetail(""?pm=i4MMN3hEdq97l3VlfI0qZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dian Citra Utama Fashion"")']"
 Audia Tas,Pembuatan tas,385,125,4,2008,"['_pengusahadetail(""?pm=6LM0Lb9QbULk0taDlfvL9w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Audia Tas"")']"
 Altani Colection,Pembuatan tas,"29,8","18,75",5,2008,"['_pengusahadetail(""?pm=Snhp+ExeIW81RpXQcRSXMw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Altani Colection"")']"
 SUYETNO,PABRIK TEMPE,55,70,7,2011,"['_pengusahadetail(""?pm=ytqbMGGfugCi0DAhm1fHpw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""SUYETNO"")']"
 MUTIARA BAKERY,PEMBUATAN ROTI ,265,960,7,2011,"['_pengusahadetail(""?pm=yLUM6hwmT7+bmfEweLzPzQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""MUTIARA BAKERY"")']"
 KARYA FAMILI,Keripik Pisang,"83,7",36,4,2011,"['_pengusahadetail(""?pm=TNBxwfuPt4N66RHlRhnVuQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""KARYA FAMILI"")']"
 LIO BATA,GENTENG,113,"46,8",5,2011,"['_pengusahadetail(""?pm=Vg19WEtkGjCWHrmTQTh6Fg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""LIO BATA"")']"
 Usaha Kue Frederika,Industri Pengolahan,"9,5","30,6",1,2011,"['_pengusahadetail(""?pm=IIE8ELosGdx3NkndtItEBg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Usaha Kue Frederika"")']"
 Industri Kerupuk Tentrem,Pembuatan Kerupuk,53,480,10,2011,"['_pengusahadetail(""?pm=WCuGLVVTNNUmHSg/tG4Xwg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Industri Kerupuk Tentrem"")']"
 Florensa Collection,Pakaian Jadi,147,549,2,2011,"['_pengusahadetail(""?pm=npGCV6mZy/yItpRVYoszFQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Florensa Collection"")']"
 Pengerajin Souvenir Hezisokhi,Pengerajin Souvenir,103,48,1,2012,"['_pengusahadetail(""?pm=n7EnhU//O0l8w8mQMt+3mA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pengerajin Souvenir Hezisokhi"")']"
 Pengerajin Souvenir Hasaro,Pengerajin Patung Dan Ukiran,96,60,1,2012,"['_pengusahadetail(""?pm=n4T/1TCaZpQuxV7LjJIBAg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pengerajin Souvenir Hasaro"")']"
 Pengerajin Souvenir Sufikal,Pengerajin Souvenir,89,48,1,2012,"['_pengusahadetail(""?pm=BSQECwvm9QZuBE5aK2dayQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pengerajin Souvenir Sufikal"")']"
 -,"Pembuatan Mebel Kusen (Pintu, Meja, Kursi)","143,33",25,16,2008,"['_pengusahadetail(""?pm=8zVZ55qB+mu7CoUgJh6UtA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Yakobus Family Cakoling,"Pengolahan Angklung, Kolintang, Calung","28,62",0,11,2008,"['_pengusahadetail(""?pm=Iie0cDd1L9y9sPbWDav5pA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Yakobus Family Cakoling"")']"
 -,Pembuatan Legen,"180,3",18,40,2008,"['_pengusahadetail(""?pm=CVnggy5hsy7qnNuZh7PD6g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Rege Makmur,Pembuatan Besek,"84,2",2,20,2008,"['_pengusahadetail(""?pm=e3AJj+eCI6VhqKtVcM7FXQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rege Makmur"")']"
 -,Pembuatan Wayang,"153,25",6,2,2008,"['_pengusahadetail(""?pm=4mejw1NLV7axjVWaKsWuPw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Albarokah,Pembuatan Mebel,"101,58",10,9,2008,"['_pengusahadetail(""?pm=tzBuag4+DFIEw3D4o8lV3A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Albarokah"")']"
 UD Barokah,Pembuatan Mebel,"304,7",25,8,2008,"['_pengusahadetail(""?pm=jE0QKw47avmf6rueQqtx4g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Barokah"")']"
 Jamu Gendong,Pembuatan Jamu Gendong,40,1,4,2008,"['_pengusahadetail(""?pm=lvKcRNnZ7APXWRYjblfaDg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jamu Gendong"")']"
 Jamu Tradisional,Pembuatan Jamu Gendong,110,0,2,2008,"['_pengusahadetail(""?pm=zyllka5yjLdCN1XZrHUUqA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jamu Tradisional"")']"
 Jamu Tradisional Asep,Pembuatan Jamu Gendong,121,0,3,2008,"['_pengusahadetail(""?pm=gePS4dISLbJ1j4v9rGHvEg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jamu Tradisional Asep"")']"
 -,Pembuatan Tahu Kedelai,450,"9,5",13,2008,"['_pengusahadetail(""?pm=DilJDm1G2tRj0/km0iNPhw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Nanto Batako dan Paving,Pembuatan Batako,880,0,10,2008,"['_pengusahadetail(""?pm=/0oXx47ZkA1oyWtajzE/hw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Nanto Batako dan Paving"")']"
 Gading Jaya,Pembuatan Tas,240,0,5,2008,"['_pengusahadetail(""?pm=/fq8GvhFs3rVNnHvEeh/zw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Gading Jaya"")']"
 -,Pembuatan Krupuk Gandum dan Rengginan,179,"10,5",2,2008,"['_pengusahadetail(""?pm=H9Ptgdd1BbIUmF2B/wkJRg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Sengkuyung,Pembuatan Kayu Bangunan,"393,5",15,11,2008,"['_pengusahadetail(""?pm=XGbPLxDndCWqHMQcZF9PCw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sengkuyung"")']"
 Krupuk Delai & Rambak Mesran,Pembuatan Kerupuk Kedelai dan Rambak,191,"22,5",4,2008,"['_pengusahadetail(""?pm=WCDoRETesoNZvxb1C2FnZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Krupuk Delai & Rambak Mesran"")']"
 -,Pembuatan Wafer/Timuk,288,30,10,2008,"['_pengusahadetail(""?pm=nrV797h2bAeSSRXOk/VyjA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Kun Gallery,Pembuatan Mebel dan Handycraff,305,0,3,2008,"['_pengusahadetail(""?pm=4nKTUm1zcOwmrOMFFIiszQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kun Gallery"")']"
" Pengolahan Kayu ""Supriyadi""",Pembuatan Mebel dan Kusen,"174,5",0,4,2008,"['_pengusahadetail(""?pm=Hy9LQA6QyJRDfcwG+ihsWg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pengolahan Kayu ""Supriyadi"""")']"
 Perusahaan Pot Bunga Bagus,Pembuatan Pot Bunga dari Semen,"291,8","13,5",7,2008,"['_pengusahadetail(""?pm=wZXS0f1YgNuGXIArjb1kQg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Perusahaan Pot Bunga Bagus"")']"
 Diva Art,Pembuatan Furniture (Mebel) Ukir,804,0,20,2008,"['_pengusahadetail(""?pm=Q2X1O0cEE1oB7psoyiJB7Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Diva Art"")']"
 -,Pembuatan Gula Kacang,"242,25",0,2,2008,"['_pengusahadetail(""?pm=jFXlqvC4UAeGyA3xzbjyZw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 -,"Pembuatan Kukusan, Tompo, Irik, dan Kalo","40,75",0,1,2008,"['_pengusahadetail(""?pm=kiglahBz2gba/RMQ4hbo9Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Tembakau HS/Suharmi,Pengolahan Tembakau,"792,5",0,6,2008,"['_pengusahadetail(""?pm=bq6D0D8b/rUOIujktBMTwQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tembakau HS/Suharmi"")']"
 Audia Tas,Pembuatan tas,380,145,4,2008,"['_pengusahadetail(""?pm=LAcDAW8lxM6JPy479xU8EA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Audia Tas"")']"
 Mandala Furniture,Pembuatan Furniture,6.300,170,4,2008,"['_pengusahadetail(""?pm=yOHawGR5fQu/G45kKXMiig==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mandala Furniture"")']"
 Randu Karya Furniture,Pembuatan furniture,1.190,"97,5",18,2008,"['_pengusahadetail(""?pm=yH+/7HsS8Kbhlgg3tOFv4g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Randu Karya Furniture"")']"
 Edo Furniture,Pembuatan furniture,1.058,"24,29",6,2008,"['_pengusahadetail(""?pm=SpIHGGTj4bjqgHUNYJh5oA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Edo Furniture"")']"
 Rumpun Jati Furniture,Pembuatan furniture,85,"20,25",5,2008,"['_pengusahadetail(""?pm=bj28hYBRD4u+2ev6dtsktw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rumpun Jati Furniture"")']"
 Wulan Busana,Pembuatan pakaian pesanan,"14,06",102,2,2008,"['_pengusahadetail(""?pm=eboMjQ6/mRgIcCvhBCa+5w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wulan Busana"")']"
 Prima Taylor,Pembuatan pakaian pesanan,7,104,4,2008,"['_pengusahadetail(""?pm=RGcouv+ANjC1EtltXM+xOA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Prima Taylor"")']"
" Aneka Keripik "" Sudarno """,Pembuatan Keripik,14.960.000,"110,87",0,2011,"['_pengusahadetail(""?pm=yV/zon0CYuJjjLpRhO4AGQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Aneka Keripik "" Sudarno """")']"
" Kerupuk "" Wagiyem """,Pembuatan Kerupuk,8.540.000,72,0,2011,"['_pengusahadetail(""?pm=O5L6ceXPPjhmkFEu+byW8g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kerupuk "" Wagiyem """")']"
" Sapu Ijuk Dan Pel "" Ulisa """,Pembuatan Sapu Ijuk Dan Pel,26.600.000,324,1,2011,"['_pengusahadetail(""?pm=qZPPBWy6F/6YwilYyeTFdg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Sapu Ijuk Dan Pel "" Ulisa """")']"
 Bimobaru,"Pembuatan Paving, Batako, dan bus Beton",2.050,20,40,2008,"['_pengusahadetail(""?pm=8nORvPaOHACngHOGALdFng==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bimobaru"")']"
 Riani Taylor,Pembuatan pakaian pesanan,"4,4",93,2,2008,"['_pengusahadetail(""?pm=52ZAjfrfqH8OVJV0IKXirA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Riani Taylor"")']"
 -,Pembuatan Keripik Singkong,"111,62","146,2",4,2008,"['_pengusahadetail(""?pm=FvwRQXNzjXpwEexvdc7ojg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Adi Jaya Sablon,Pembuatan barang cetakan,"32,5",105,8,2008,"['_pengusahadetail(""?pm=S8+yKmAfoi/EdnE8VR9guw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Adi Jaya Sablon"")']"
 Didas Taylor,Pembuatan pakaian,"47,5",102,3,2008,"['_pengusahadetail(""?pm=0u/QRSrCBdh7S+LutRfzuw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Didas Taylor"")']"
 Aktuil Taylor,Pembuatan pakaian,"64,5",103,4,2008,"['_pengusahadetail(""?pm=oysQo/hqKOAFuf968KzOdQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Aktuil Taylor"")']"
 PENJAHIT AMALIA,JAHIT PAKAIAN,"97,3",75,1,2011,"['_pengusahadetail(""?pm=TfxGyjZ49ypIP4VsSnmAeQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""PENJAHIT AMALIA"")']"
 Kusuma Jaya,Keripik Singkong,181.500.000,"295,86",8,2011,"['_pengusahadetail(""?pm=3ewt0huM37inbNEmRy2U2Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kusuma Jaya"")']"
 Gracia Fibre Glass,Fiber Glass,535.000.000,200,12,2011,"['_pengusahadetail(""?pm=bGgb+KAJXfn03YcQBwQvPA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Gracia Fibre Glass"")']"
 Dwi Tunggal Jati,Mebel Jati,41.000.000,540,3,2011,"['_pengusahadetail(""?pm=k7LwLKtipl9zfmDV+K8YKg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Dwi Tunggal Jati"")']"
 Tiwi Pastel,Produksi Pastel,7.060.000,354,7,2011,"['_pengusahadetail(""?pm=+BM5NrEUys8g69cJRQj+fA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Tiwi Pastel"")']"
 Mekar,Pengolahan Makaroni,15.860.000,480,12,2011,"['_pengusahadetail(""?pm=cV7e6pl3XYXZoREzfd+g/w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Mekar"")']"
 Susu Sari Kedelai,Susu Sari Kedelai,14.390.000,"43,2",2,2011,"['_pengusahadetail(""?pm=7d+gufvRMI2lWR9+duSLUg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Susu Sari Kedelai"")']"
 Keripik Tani Agung,Pembuatan Keripik,15.200.000,"55,2",2,2011,"['_pengusahadetail(""?pm=jrrL/R85JFOsmEmXrZ+bCA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Keripik Tani Agung"")']"
 Roti Paino,Pembuatan Roti,16.800.000,363,2,2011,"['_pengusahadetail(""?pm=jfo4b3mnAfttZn6JP8n3ug==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Roti Paino"")']"
 Tempe Wijayanto,Produksi Tempe,14.830.000,"95,4",2,2011,"['_pengusahadetail(""?pm=HxyymM/Ncz3tc7E9+eJLWg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Tempe Wijayanto"")']"
 Tunas Karya,Pembuatan Barang Kerajinan,"84,79",69,1,2008,"['_pengusahadetail(""?pm=DPn78SA2MIDwI3Alg3yoFQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tunas Karya"")']"
 Kadek Darma,Pembuatan Barang Kerajinan,"75,25",340,30,2008,"['_pengusahadetail(""?pm=C9US0WBCDq93LK2NhSLSCQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kadek Darma"")']"
 Buana Sari,Pembuatan Barang Kerajinan,"66,2",40,3,2008,"['_pengusahadetail(""?pm=euDBxjafe58yH/4t02btYw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Buana Sari"")']"
 Dodok Painting,Pembuatan Lukisan,78,210,4,2008,"['_pengusahadetail(""?pm=vHmPyZTozmtnYAuv82u0Mw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dodok Painting"")']"
 Made Sama Mask Maker,Pembuatan Barang Kerajinan,165,72,1,2008,"['_pengusahadetail(""?pm=kOPDgRWT6/LvkMzJyZTYoA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Made Sama Mask Maker"")']"
 Sedana Yoga,Pembuatan Barang Kerajinan,128,"46,5",2,2008,"['_pengusahadetail(""?pm=nWFFXiI+mdDvp4xgyp1MPg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sedana Yoga"")']"
 Sejati Rotan,Pembuatan Barang Kerajinan,23,145,2,2008,"['_pengusahadetail(""?pm=DUEoRFDpRN+jAaZ5Gqwghg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sejati Rotan"")']"
 UKM Toen Criping,Pembuatan Keripik Singkong Rasa Gadung,235.750.000,"164,9",5,2011,"['_pengusahadetail(""?pm=woHkXYZkz3POZY31Om0O/Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""UKM Toen Criping"")']"
 Genteng Mas Tresno,Genteng,"164,5",104,19,2013,"['_pengusahadetail(""?pm=TCguJ3NItlf6WVw3poPyow==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Genteng Mas Tresno"")']"
 Tempe,Tempe ,52,"75,5",2,2013,"['_pengusahadetail(""?pm=+h5YpxCA/R63YqecbOIrKw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Tempe"")']"
 Perajin Sangkar Burung ,Kerajinan Sangkar Burung ,"43,6",67,2,2013,"['_pengusahadetail(""?pm=PQVMwuXbdmuhI5dIoYAD9g==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Perajin Sangkar Burung "")']"
 Kembar Jaya Gorden,Goredeng ,118,310,4,2013,"['_pengusahadetail(""?pm=SbIWuPZSN1ONy47ZPofb0Q==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kembar Jaya Gorden"")']"
 Kerupuk Putra Sunda ,Kerupuk,134,323,8,2013,"['_pengusahadetail(""?pm=64w2rXePC5C/cBaNJvyA1A==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kerupuk Putra Sunda "")']"
 Perajin Sangkar Burung ,Perajin Sangkar Burung ,"20,6",95,3,2013,"['_pengusahadetail(""?pm=jVpij2CWTx+iAhNOp7Ec6w==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Perajin Sangkar Burung "")']"
 CV Rover,Konveksi,47,154,2,2013,"['_pengusahadetail(""?pm=6q84SoGfvoEkQhz+5bnIpA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""CV Rover"")']"
 Ira Furniture,Pembuatan furniture,1.073,150,7,2008,"['_pengusahadetail(""?pm=jXrTumE75bO6iWlhl65qUA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ira Furniture"")']"
 Cireng Dinasty,Cireng,136,2.280,11,2010,"['_pengusahadetail(""?pm=XosIgxOZElc/sNEmrlMhgg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Cireng Dinasty"")']"
 BATAKO FOKUS ,PEMBUATAN BATAKO ,161,360,5,2012,"['_pengusahadetail(""?pm=sLE/MoX9dIKl2PLbbztxbg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""BATAKO FOKUS "")']"
 Kanthil Azzaro,Pembuatan Anthurium,"908,4",0,2,2008,"['_pengusahadetail(""?pm=/1fjS8t21RTCG8ZZO1l0tw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kanthil Azzaro"")']"
 Barokah,Pengolahan Tempe,1.051,0,6,2008,"['_pengusahadetail(""?pm=RmmabjW57Czs0AH4XFjP5g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Barokah"")']"
 Bagas Jaya,"Pembuatan Makaroni, Stick Ketela, Opak, dan Balole",172,0,13,2008,"['_pengusahadetail(""?pm=SZXTd+j2b03xLdbZ/kTFjw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bagas Jaya"")']"
 Srikandi,Pembuatan Keripik Paru,"381,55","97,5",5,2008,"['_pengusahadetail(""?pm=gNWrToPBdyuieQSoiL1UbA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Srikandi"")']"
 UDSido Dadi,Pembuatan Minuman Instan,"901,74",50,6,2008,"['_pengusahadetail(""?pm=vHyZiHxopm2/iykxX37V1g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UDSido Dadi"")']"
 Albarokah Jaya Abadi,Pembuatan Mebel,"88,15",40,3,2008,"['_pengusahadetail(""?pm=BO54VakYCtnLdsMvrnyQ2w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Albarokah Jaya Abadi"")']"
 Titah Langit,Pembuatan Lukisan,"638,75","10,5",2,2008,"['_pengusahadetail(""?pm=0E/7dHuOObtNs+MYU1qAew==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Titah Langit"")']"
 APE (Alat Permainan Edukatif) Bina Karya,Pembuatan Alat Permainan Edukatif,"483,4",25,14,2008,"['_pengusahadetail(""?pm=AFGs4q/dct/JUGWBgw35nQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""APE (Alat Permainan Edukatif) Bina Karya"")']"
 Bulan Purnama,Pembuatan Kerupuk Rambak,91,18,3,2008,"['_pengusahadetail(""?pm=PyLn6y7/W3i/qmOSFRVajQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bulan Purnama"")']"
 Krupuk Nglumpit,Pembuatan Kerupuk,38,15,2,2008,"['_pengusahadetail(""?pm=wmvNFPDywVR26cOYUO+Seg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Krupuk Nglumpit"")']"
 Dadi Makmur Cap Gurami,Pembuatan Kerupuk,"107,4",25,4,2008,"['_pengusahadetail(""?pm=tdmEH3cwJEQIVwv7Pmqg9g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dadi Makmur Cap Gurami"")']"
 -,Pembuatan Batu Bata,"12,07",9,5,2008,"['_pengusahadetail(""?pm=T9DlcwFMCDojlNMLXKkV7w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 -,Pengolahan Rangkaian Parcel,"64,65",20,16,2008,"['_pengusahadetail(""?pm=G1YXpv0sehxPuPGldtYgvg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Cepak Mebel,Pembuatan Mebel,"85,7",22,2,2008,"['_pengusahadetail(""?pm=5utwDOoNkjK5VYkj3E9/VA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cepak Mebel"")']"
 Langgeng Jaya,"Pembuatan Silikon (Pengkilat, Pembersih)","557,15","76,8",22,2008,"['_pengusahadetail(""?pm=NwlmPpjCGeHUCpg6Rr7BJw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Langgeng Jaya"")']"
 -,Pembuatan Batu Bata,"52,87",9,4,2008,"['_pengusahadetail(""?pm=wsrkrJ663u9rPt2I/CdQWg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Super,Pembuatan Kerupuk Rambak,"39,5",30,5,2008,"['_pengusahadetail(""?pm=B/bihPdPQm/i6eRA5bywdw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Super"")']"
