Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Arara Art,Assesoris Wanita,"38,5","143,4",5,2008,"['_pengusahadetail(""?pm=Ujey5lA2HMVwGXtVtd+5Sg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Arara Art"")']"
 Warung Bu Wahono,Dagang sembako,"19,5","85,5",2,2008,"['_pengusahadetail(""?pm=8PdE4yTLzjkuuXl475p/mQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Bu Wahono"")']"
 WARUNG FIYA,Sembako,"74,6",72,2,2011,"['_pengusahadetail(""?pm=y1sdPeLzaVcN1Ul6FiXUNg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""WARUNG FIYA"")']"
 JINGGA CELL,Pulsa Elektrik,102,1.200,2,2011,"['_pengusahadetail(""?pm=i3cPYTXp4e5O9dZ90nrLEA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""JINGGA CELL"")']"
 TOKO BUAH SARIF,BUAH2AN,"7,5",324,2,2011,"['_pengusahadetail(""?pm=mSrDZZMg39i3qlpUTniPTA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""TOKO BUAH SARIF"")']"
 RTC- GRAMEDIA,Pulsa Elektrik,196,1.095,4,2011,"['_pengusahadetail(""?pm=XRqjMnpAM0rAN814YOidsQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""RTC- GRAMEDIA"")']"
 Devi Cell,Konter HP,18,144,1,2010,"['_pengusahadetail(""?pm=llwVd6UEy8LmmQY4IDNZHQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Devi Cell"")']"
 Orient,Dagang Barang Kerajinan ,252,680,4,2008,"['_pengusahadetail(""?pm=pCLkNSkrM4heWbRijnJS7Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Orient"")']"
 Arya Shop,Dagang Lukisan,92,180,2,2008,"['_pengusahadetail(""?pm=P6LH2ZfL8bnth8NflSw8Ew==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Arya Shop"")']"
 Wahyu Widhana,Dagang Patung,33,66,2,2008,"['_pengusahadetail(""?pm=m+niAIC6MII4RnQltpsgEw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wahyu Widhana"")']"
 Bambu Collection ,Dagang Krey,16,96,2,2008,"['_pengusahadetail(""?pm=ljsUaNOXi9Qc3E0+BeLcxg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bambu Collection "")']"
 Rumpun Lontar,Dagang Barang Kerajinan,254,72,1,2008,"['_pengusahadetail(""?pm=+0Jzm0CvSnaWtby8IqRjyQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rumpun Lontar"")']"
 Jati Lontar,Dagang Barang Kerajinan,197,30,3,2008,"['_pengusahadetail(""?pm=8BqbOtiwW25/gvTR8fID5Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jati Lontar"")']"
 Rengki Ukir,Dagang Barang Kerajinan,73,99,5,2008,"['_pengusahadetail(""?pm=jfu7sAOPyG7pvgEa1qUi1g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rengki Ukir"")']"
 Bali Lumbung Seni,Dagang Barang Kerajinan,66,139,6,2008,"['_pengusahadetail(""?pm=lz2OFdon6q8t3HpxRWahqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bali Lumbung Seni"")']"
 Hello IV Cell,Dagang Asesoris HP,13,252,1,2008,"['_pengusahadetail(""?pm=BU+9ZlXvZvWo+y4iBJhW1w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Hello IV Cell"")']"
 Citra Art Shop,Dagang Barang Kerajinan,80,36,3,2008,"['_pengusahadetail(""?pm=raM0ZFL1YYzjNJZUyL4q5w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Citra Art Shop"")']"
 Gunawan Art Shop,Dagang Barang Karajinan,90,44,1,2008,"['_pengusahadetail(""?pm=6bH+sZpQjGfdEULYWLrVsA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Gunawan Art Shop"")']"
 Asano Art and Craft,Dagang Barang Kerajinan,1.095,840,2,2008,"['_pengusahadetail(""?pm=E0ewS1QkttF4RMnCWGBFVQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Asano Art and Craft"")']"
 Jella Boga,Dagang Makanan dan Minuman,"8,5",120,1,2008,"['_pengusahadetail(""?pm=ReAPoSIctyomI2yp8BTu2Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jella Boga"")']"
" Adi""s",Dagang Bed Cover,82,23,1,2008,"['_pengusahadetail(""?pm=0V2c3mIN/VmY4XFZ52NnCg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Adi""s"")']"
 Widya Artshop,Dagang Barang Kerajinan,60,316,1,2008,"['_pengusahadetail(""?pm=GuVLuDxBE9MWx4cAtZM1ig==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Widya Artshop"")']"
 Warung Sri,Dagang Kelontongan,45,144,1,2011,"['_pengusahadetail(""?pm=OHBV6njE0KdBII3GrCTkiQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Sri"")']"
 Indra Cell ,"Outlet Pulsa, Aksesoris Hp","47,5",425,2,2013,"['_pengusahadetail(""?pm=Coq/NwnaJF48EhePwK+04Q==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Indra Cell "")']"
 WR Nuri ,WR Sembako,"40,2",77,2,2013,"['_pengusahadetail(""?pm=ttg+QshtJ6aBu658kLe5BA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""WR Nuri "")']"
 Tokoh Bengkel Pakat Jaya ,Tokoh Bengkel Pakat Jaya ,91,52,2,2013,"['_pengusahadetail(""?pm=Eo+Gg/jYHdA3VNAemZ1HTQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Tokoh Bengkel Pakat Jaya "")']"
 Bengkel  ACR Indo Welding,Jasa Bengkel,41,83,3,2013,"['_pengusahadetail(""?pm=WnH49EjW679fTp76X+e5rw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Bengkel  ACR Indo Welding"")']"
 Depot Semangka,Jual Beli Buah Semangka,"45,5",71,2,2013,"['_pengusahadetail(""?pm=JSLfnmO9d5YaV8gESaI2Kg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Depot Semangka"")']"
 Krakatau Steam,Steam,"65,1","57,2",3,2013,"['_pengusahadetail(""?pm=5k1JXSa9gOD2rmmnWcDUaQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Krakatau Steam"")']"
 Kios Burung Fatur,Kios Burung,"9,8","61,5",2,2013,"['_pengusahadetail(""?pm=Rg9AsZY4KiBSsCN/bNm5Og==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Burung Fatur"")']"
 Nia Cell,Celluler,"27,5",114,2,2013,"['_pengusahadetail(""?pm=oqySIFg7p64KGUEltcNmoA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Nia Cell"")']"
 Warung Abdullah,Warung Kelontong,13,25,1,2013,"['_pengusahadetail(""?pm=CU8lk2bhOIauA6W0ArzySA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Warung Abdullah"")']"
 Warung Bu Nazar,Warung Makan,12,36,2,2013,"['_pengusahadetail(""?pm=70u3rRt5rivJ080hGaQrSA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Warung Bu Nazar"")']"
 Sumber Rejeki Antique,Dagang Pot,"121,1",380,2,2008,"['_pengusahadetail(""?pm=Yn2oDVBIM2ctZKY7gqq7Ow==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sumber Rejeki Antique"")']"
 KIOS KELONTONG,KELONTONG,8.800,1.400,1,2013,"['_pengusahadetail(""?pm=QkvJ0VFMaAHpfqVQGnSgrg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""KIOS KELONTONG"")']"
 Yakob Dance Lakatua,Reparasi Sofa,"186,5",54,1,2011,"['_pengusahadetail(""?pm=1wpmtobiDqKO0EqJutiFVw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Yakob Dance Lakatua"")']"
 Kios Eby,Kios,"36,5",37,5,2011,"['_pengusahadetail(""?pm=q/mlX0xizCsVAoCtp0UgqA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kios Eby"")']"
 Joice Soselisa,Minyak Tanah,"67,2",28,1,2011,"['_pengusahadetail(""?pm=xF18EAQM0QIz5n2DsQUjvg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Joice Soselisa"")']"
 Gloria,Kios Pulsa,"102,8","89,2",1,2011,"['_pengusahadetail(""?pm=08ZxP+BxtCue3BiZC24MkQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Gloria"")']"
 Bengkel Jacob,Jasa Reparasi,"186,5",54,1,2011,"['_pengusahadetail(""?pm=qSrgFy7fZYW2AH9ugTct8Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Bengkel Jacob"")']"
 Abadi Jaya,Dagang ATK dan jasa fotokopi,202,20,3,2008,"['_pengusahadetail(""?pm=sko8Jjib6UEYSddDyzd9hA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Abadi Jaya"")']"
 Toko Buah Carnesi,Buah-buahan,"27,5",450,4,2011,"['_pengusahadetail(""?pm=XTMpfHxVv+vNGNG+1o9kVQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Buah Carnesi"")']"
 Catering Dan Rumah Makan NN,Catering,86,138,1,2011,"['_pengusahadetail(""?pm=w/JmFU2BH6/Sxs0S2bOozQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Catering Dan Rumah Makan NN"")']"
 BENGKEL MAKMUR JAYA ,BENGKEL MOTOR ,71,294,2,2012,"['_pengusahadetail(""?pm=6Vgp+lyQtTcNHB7LJMqqIA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""BENGKEL MAKMUR JAYA "")']"
 RUMAH MAKAN SITTI ,RUMAH MAKAN ,28,600,3,2012,"['_pengusahadetail(""?pm=/ZNYgRvNcJtcvDoCUprYcw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""RUMAH MAKAN SITTI "")']"
 BENGKEL SHELL MARIA ,BENGKEL LAS ,385,420,11,2012,"['_pengusahadetail(""?pm=168dUKi614NqzPuZvCydag==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""BENGKEL SHELL MARIA "")']"
 WARUNG MINUM,Warung Minum,"20,6",72,1,2011,"['_pengusahadetail(""?pm=SLW1UE/IhT5SiKn/xg7wiA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""WARUNG MINUM"")']"
 ANNA CELL,ASSESORIS+PULSA ELEKTRIK,25,78,1,2011,"['_pengusahadetail(""?pm=t7gS3yx/rHm26yZGTeL3Ww==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""ANNA CELL"")']"
 ALI BENGKEL,BENGKEL+assesoris Motor,"19,4",162,1,2011,"['_pengusahadetail(""?pm=7An0ZI2UO8YL23wdB16Icg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""ALI BENGKEL"")']"
 WARUNG WIDI,Sembako,40,126,1,2011,"['_pengusahadetail(""?pm=pteFmo6JCmpCNeAW10Wzuw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""WARUNG WIDI"")']"
 BENGKEL IYANK,BENGKEL & ASSESORIS MOTOR,"10,7","62,4",1,2011,"['_pengusahadetail(""?pm=IbhZVuDamrvkCatEFCVYAA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""BENGKEL IYANK"")']"
 Sari Sedana,Dagang Umbul-Umbul,26,132,2,2008,"['_pengusahadetail(""?pm=e7tERGZWT/ROXCRSPtxY5A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sari Sedana"")']"
  Usaha Goreng Arwin ,Dagang Gorengan,"3,7",288,4,2008,"['_pengusahadetail(""?pm=uTAM9XZQwkYQKLeF6lKZXA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="","" Usaha Goreng Arwin "")']"
 Deo Ponsel,Dagang Voucher HP,"24,5",180,2,2008,"['_pengusahadetail(""?pm=S9+mz4huDWKqBaegb5SJIw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Deo Ponsel"")']"
 Helm Herman,Usaha Dagang Helm,118,93,1,2013,"['_pengusahadetail(""?pm=mV6eQeVpeuFNmLMsvpspdQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Helm Herman"")']"
 Santi Cell & Helm,Celuller,"79,4",48,1,2013,"['_pengusahadetail(""?pm=s1gx7slYZUFHlFgwvYuvZA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Santi Cell & Helm"")']"
 Bengkel Motor Situmorang,Bengkel,31,21,3,2013,"['_pengusahadetail(""?pm=Eo2ULkJgmDwN2AX3z0LYLQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Bengkel Motor Situmorang"")']"
 Warung Alwi,Warung Kelontong,35,33,1,2013,"['_pengusahadetail(""?pm=7mbJSXdQETqAbRxC/tCUOA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Warung Alwi"")']"
 Sebastian Bengkel,Bengkel Motor,50,89,2,2013,"['_pengusahadetail(""?pm=WAJxFanlPqnjziNzCGbogw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Sebastian Bengkel"")']"
 Toko Idris,Toko Kelontong,132,256,2,2013,"['_pengusahadetail(""?pm=PJo8whLbBKtb+hnylwtu9A==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Idris"")']"
 Warung Dan RM Tina,Warung Kelontong,"23,5",63,2,2013,"['_pengusahadetail(""?pm=+Oa9kOlMrucnJDK/cjD3Ww==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Warung Dan RM Tina"")']"
 Warung Yuli,Warung Kelontong,16,34,1,2013,"['_pengusahadetail(""?pm=KfRejwqdQRarzgudClKGIw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Warung Yuli"")']"
 Warung Sisi,Warung Kelontong,85,"48,4",2,2013,"['_pengusahadetail(""?pm=/N+qRazk4WEE2hvVyG6TCg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Warung Sisi"")']"
 Bengkel Motor,Bengkel Motor,63,140,3,2013,"['_pengusahadetail(""?pm=h4xCSu4Vw9IIPshYzPttlA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Bengkel Motor"")']"
 Bengkel Mas No,Bengkel Mobil,"46,5",32,1,2013,"['_pengusahadetail(""?pm=gZZgFcupxQvu8xFCEwr7Ww==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Bengkel Mas No"")']"
 Batik Warna Alam,Batik Warna,72,48,1,2013,"['_pengusahadetail(""?pm=JFYEoJVDp7bXXSWOZ0Xxgw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Batik Warna Alam"")']"
 PEDAGANG JONI,JUAL BELI DEDAK,80.000.000,92.000.000,2,2013,"['_pengusahadetail(""?pm=eGrAOFmYnjibMjHpn8vZBw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""PEDAGANG JONI"")']"
 YUSDATOKO,AGEN DEDAK,2.100,5.600,2,2013,"['_pengusahadetail(""?pm=jK9YySjC5M46bDiKs6Vg2Q==&mp=fOhzApotY5QnAtxxXvjAfA=="",""YUSDATOKO"")']"
 NABIL,TOKO KELONTONG,365.000.000,52.000.000,4,2013,"['_pengusahadetail(""?pm=t1dKKn/fqWCXydQMRR8Rbg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""NABIL"")']"
 Kounter Pulsa (Meja 7 Cell),Konter Pulsa,40,312,1,2010,"['_pengusahadetail(""?pm=t22I+vdbpYTgmwPhm9RmKw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kounter Pulsa (Meja 7 Cell)"")']"
 Kios Buah,Dagang Buah,24,258,2,2010,"['_pengusahadetail(""?pm=CKuCZ+pTyWq1gytl386R8g==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kios Buah"")']"
 Kios Aksesoris,Jual Aksesoris,8,54,1,2010,"['_pengusahadetail(""?pm=DUvBuCF5hySyDkDz51KyCQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kios Aksesoris"")']"
 Warung Kelontongan,Dagang Kelontongan,9,108,1,2010,"['_pengusahadetail(""?pm=VZWUX43eR5lwGMdfiK4f9A==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Warung Kelontongan"")']"
 Warung Bu Adriyah,Warung Kelontongan,14,66,1,2011,"['_pengusahadetail(""?pm=7Tzkgmh6590O/J23IUMP6g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Bu Adriyah"")']"
 Warung Pak Dasi,Warung Kelontong,64,116,2,2011,"['_pengusahadetail(""?pm=WzLWzTbiBXt6fZKYi7nGRg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Pak Dasi"")']"
 Gudang Pak Herwan,Jual Beli Coklat,38,90,1,2011,"['_pengusahadetail(""?pm=d7aAzzMTrfjZYbGye5nAlQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Gudang Pak Herwan"")']"
 Warung Pak Mismanto,Kelontongan,74,90,2,2011,"['_pengusahadetail(""?pm=SQLvtOUOWKO7w0etoO0nLA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Pak Mismanto"")']"
 Warung Bu Lela,Warung Kelontong,86,188,2,2011,"['_pengusahadetail(""?pm=N/guvnuBwjEbTZbeox4VTw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Bu Lela"")']"
 Warung Sayuran Uswatun,Warung Sayur,59,82,1,2011,"['_pengusahadetail(""?pm=e60/y10q9D/dmTkxdkpEBw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Sayuran Uswatun"")']"
 Warung Yasin,Kelontongan,84,169,2,2011,"['_pengusahadetail(""?pm=2lC4WSKlfBmSx4fIAVj4xQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Yasin"")']"
 Akil Cell,Jual Pulsa,84,320,2,2011,"['_pengusahadetail(""?pm=hA/iV00jPOgH9CZOn+R38w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Akil Cell"")']"
 Warung Sela,Kelontongan,85,118,2,2011,"['_pengusahadetail(""?pm=RpsvwVFVwPe1UN16TpI6rg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Sela"")']"
 Tengkulak Hasil Bumi,Jual Hasil Bumi,50,960,2,2011,"['_pengusahadetail(""?pm=t3hjbSUt3lzCHCvM0lfIkQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Tengkulak Hasil Bumi"")']"
 Toko Kelontong Ersih,Toko Kelontong,148,855,2,2011,"['_pengusahadetail(""?pm=BJtkU8namuLvqcKnlRP0fg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Kelontong Ersih"")']"
 Toko Klontong Fitrah ,Toko Klontong,283,"381,6",2,2011,"['_pengusahadetail(""?pm=82tLai9eqlQ0mHvWPJo/4g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Fitrah "")']"
 Toko Klontong Eny,Toko Klontong,162,"240,2",2,2011,"['_pengusahadetail(""?pm=gzvbMLIPHEFzAlHSyS1RjA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Eny"")']"
 Toko Klontong Sukarno,Toko Klontong,777,"231,01",2,2011,"['_pengusahadetail(""?pm=OcszEFMPk0dNAmwqI0hOog==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Sukarno"")']"
 Toko Klontong Yanah,Toko Klontong,"32,5","305,76",2,2011,"['_pengusahadetail(""?pm=roHx9t91txTQpFbI6L6BGw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Yanah"")']"
 Toko Klontong Siti,Toko Klontong,"182,5","305,76",2,2011,"['_pengusahadetail(""?pm=WU5FJ2pDEsXrbLTMLMsDiA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Siti"")']"
 Toko Klontong Rinda ,Toko Klontong,246,"218,4",2,2011,"['_pengusahadetail(""?pm=3VxID7MCwiexdgin4nMEig==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Rinda "")']"
 Toko Mainan Heni,Toko Mainan,282,312,2,2011,"['_pengusahadetail(""?pm=59YpMHXuUy9lCuEFYJoJYA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Mainan Heni"")']"
 Toko Klontong Supriyanto,Toko Klontong,197,"235,2",2,2011,"['_pengusahadetail(""?pm=W+UCqaZ2ovzb67tYUFPTfw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Supriyanto"")']"
 Toko Makanan Yuliani,Toko Makanan Kecil,"217,5",120,2,2011,"['_pengusahadetail(""?pm=HDJX3/bIWwgyYDH305Ngsg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Makanan Yuliani"")']"
 Toko Klontong Wahid,Toko Klontong,"232,5",324,2,2011,"['_pengusahadetail(""?pm=02atDBobyINVzP52vSBoKA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Wahid"")']"
 Toko Klontong Sanab,Toko Klontong,277,"352,8",2,2011,"['_pengusahadetail(""?pm=7swGVbtAt2daxJwJnziBRA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Sanab"")']"
 Oxy,Isi Ulang Air Minum,52,"34,2",2,2013,"['_pengusahadetail(""?pm=IuMOHu8GtQ9EJe0OyuXmZA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Oxy"")']"
 Toko Lina,Kelontong,71,475,3,2013,"['_pengusahadetail(""?pm=AEiRTn4miQxeAnQnmnRAOg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Lina"")']"
 Warung Bu Tuti,Warung Kelontong,38,190,2,2013,"['_pengusahadetail(""?pm=ZCVr2Htet8LYjwv3MMVH8w==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Warung Bu Tuti"")']"
 RM Yoto,Rumah Makan,91,"211,5",2,2013,"['_pengusahadetail(""?pm=Q5V/M1uYeGskD68zYWKJ0A==&mp=fOhzApotY5QnAtxxXvjAfA=="",""RM Yoto"")']"
 BENGKEL LAS 99,BENGKEL LAS ,175,430,6,2012,"['_pengusahadetail(""?pm=EajtdaqIc4F7M6zOTXmecA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""BENGKEL LAS 99"")']"
 LAMONGAN JOK ,PEMBUATAN JOK MOTOR,125,310,3,2012,"['_pengusahadetail(""?pm=czRJ2jIdu9YPYHOm+WSf6g==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""LAMONGAN JOK "")']"
 Noor EffendiKios,Dagang Dagang Pancarekenan,"4,85",12,1,2008,"['_pengusahadetail(""?pm=LTYFn9mpom0OVpZJG+j8pg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Noor EffendiKios"")']"
 Toko Klontong H. Wirdjo,Kelontong,350,"790,08",2,2011,"['_pengusahadetail(""?pm=1yvVrGN4sqR3HK+r8BoZKA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong H. Wirdjo"")']"
 CV. YUDISTIRA INDONESIA ,PERDAGANGAN ,480,259,1,2012,"['_pengusahadetail(""?pm=bOZGDvLMMi6AEGU/Yjj1gA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""CV. YUDISTIRA INDONESIA "")']"
 Sakya,"Dagang Kayu, Ulin","110,6",12,2,2008,"['_pengusahadetail(""?pm=+UKH5nvV0PoBXof8Atmhpw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sakya"")']"
 Noor Syamsu Kusuma,Dagang Kayu,"957,5",12,1,2008,"['_pengusahadetail(""?pm=X1UE36lgibwKS5jQTKs7DQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Noor Syamsu Kusuma"")']"
 Berkat Bunda,"Dagang Kayu, Ulin","190,75",12,1,2008,"['_pengusahadetail(""?pm=c3t8Nl5ozv5M+oPFZk+3qw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Berkat Bunda"")']"
 Maimunah,Rumah Makan,"9,25",0,1,2008,"['_pengusahadetail(""?pm=80fa27ywYVsf27hOgu2TDw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Maimunah"")']"
 Kios Wildan,Dagang Rokok,"16,13",0,1,2008,"['_pengusahadetail(""?pm=9cQ5RK51PZKy7hXGxVE1UQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Wildan"")']"
 H.M.Sayuti,Dagang Terbang / Gendang,"22,6",0,1,2008,"['_pengusahadetail(""?pm=TemAdACely5A3uPCwMBpVA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""H.M.Sayuti"")']"
 M. Amin,Dagang Terbang,"1,55",0,1,2008,"['_pengusahadetail(""?pm=/nvGEiMh3+ct3+22Q9VYGg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""M. Amin"")']"
 Darma,Dagang Buah,"1,2",0,1,2008,"['_pengusahadetail(""?pm=448ZO+B8Uk5XwiS1KNK+Qw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Darma"")']"
 Syamiah Gapuri,Dagang Buah,"8,7",0,1,2008,"['_pengusahadetail(""?pm=KKZU5OvFMZQRmmMARZeVnA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Syamiah Gapuri"")']"
 Nafsiah Hajjah,Dagang Sayuran,"11,1",0,1,2008,"['_pengusahadetail(""?pm=8rfa6q8scdqag4Bop3SFjQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Nafsiah Hajjah"")']"
 Suriansyah,Dagang Kembang,"0,8",0,1,2008,"['_pengusahadetail(""?pm=Fo7LSx4/nEILLxGvjrNamQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Suriansyah"")']"
 Ernawati,Dagang Alat Pancing,"9,3",0,1,2008,"['_pengusahadetail(""?pm=G8B1PLx4y62SkTrWkjbtug==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ernawati"")']"
 Warinah,Dagang Sayuran,"1,05",0,1,2008,"['_pengusahadetail(""?pm=L9vl5UlzqGAp0bPcikbFMg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warinah"")']"
 Kartini,Dagang Buah,"0,85",0,1,2008,"['_pengusahadetail(""?pm=cb8EHZ3agjoE1lB50vAE5A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kartini"")']"
 Husaini,Dagang Sayuran,"7,8",0,1,2008,"['_pengusahadetail(""?pm=rB4SSS0MfvoiMOnx/0xrVQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Husaini"")']"
 Djiyem,Dagang Sayuran,"22,1",0,1,2008,"['_pengusahadetail(""?pm=8Et7W7EXFtyxkUAZJeUvbA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Djiyem"")']"
 Norhidayah,Dagang Sayuran,"16,6",0,1,2008,"['_pengusahadetail(""?pm=X1cywAdUTorR6yuKddIhpg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Norhidayah"")']"
 Hj Masrupah,Dagang Buah,"21,3",0,1,2008,"['_pengusahadetail(""?pm=AeiJFvvQcWaR+auG+2ZhlA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Hj Masrupah"")']"
