Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama : Produk Masal,Target Pasar Utama : Produk Spesifik,Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan,Kebutuhan Pembiayaan Kredit ,Nilai Aset yang data menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
Warung Ampera,10,"345,6",1,2014,?pm=u3PF8547zWfR1Dn49UYkEQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %",Sedang,"Rp. 10,00 Juta","Rp. 345,60 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 17,00 Juta",4
Warung Nasi,6,216,1,2014,?pm=ySir6VELo1L2aaPj2BYDAw==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 6,00 Juta","Rp. 216,00 Juta",- %/Tahun,"Rp. 3,00 Juta","Rp. 10,00 Juta",2
Tempat Makan,84,120,3,2014,?pm=UYiNXvteRnOfn8uCRSkMuQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 84,00 Juta","Rp. 120,00 Juta",- %/Tahun,"Rp. 8,00 Juta","Rp. 12,00 Juta",5
Bubur Ayam Dan Miswan,"9,5",75,2,2014,?pm=I6KESi94Y+Ghj9J/Esxd/g==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 9,50 Juta","Rp. 75,00 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 6,50 Juta",3
Warung Makan,35,"12,15",1,2015,?pm=MFpId78pYLLC+DVms7ioZg==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Sedang,"Rp. 35,00 Juta","Rp. 12,15 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 15,00 Juta",4
Warung Makan,35,"12,15",1,2015,?pm=0LsEsu9/CDbnqW+Hm+xo6A==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Sedang,"Rp. 35,00 Juta","Rp. 12,15 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 15,00 Juta",4
Warung Makan,"231,8",204,2,2015,?pm=wDnMdX+hAOc3GRFMlk+mog==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 231,80 Juta","Rp. 204,00 Juta",23.57 %/Tahun,"Rp. 10,00 Juta","Rp. 213,00 Juta",5
Toko Klontongan,"40,25","7,2",3,2015,?pm=dQVfCM2baUyU2f4GWCR1yw==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 40,25 Juta","Rp. 7,20 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 25,00 Juta",4
Bakso & Mie Ayam,23,60,1,2016,?pm=yuDcOwtJI93rz50/EiqHGQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 23,00 Juta","Rp. 60,00 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 17,00 Juta",5
Ayam Bakar & Ikan Bakar,17,48,1,2016,?pm=WddQQ9iDR85BCrbWZ/QsNQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 17,00 Juta","Rp. 48,00 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 16,00 Juta",6
Teh 2 Daun,"3,8",120,1,2016,?pm=MFkC5IDg07HFP1YndI5s3g==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 3,80 Juta","Rp. 120,00 Juta",- %/Tahun,"Rp. 8,50 Juta","Rp. 20,00 Juta",10
Ayam Goreng,"3,35",120,1,2016,?pm=Cu4UG9WplokXuVFHRnbdBA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Tinggi,"Rp. 3,35 Juta","Rp. 120,00 Juta",- %/Tahun,"Rp. 8,00 Juta","Rp. 20,00 Juta",7
Tahu Bakso,"34,93",60,4,2016,?pm=kyLfdIPby4Rw7d7J8nl4eA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Tinggi,"Rp. 34,93 Juta","Rp. 60,00 Juta",- %/Tahun,"Rp. 9,50 Juta","Rp. 10,00 Juta",6
Kos-Kosan,"333,6",300,1,2016,?pm=lEfXbtXco46hZTVxUJbUjw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Tinggi,"Rp. 333,60 Juta","Rp. 300,00 Juta",- %/Tahun,"Rp. 7,00 Juta","Rp. 200,00 Juta",8
Coffe,"7,19",24,1,2016,?pm=Swqbd1EUw4r0Ih72BMnhZA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 7,19 Juta","Rp. 24,00 Juta",- %/Tahun,"Rp. 9,00 Juta","Rp. 14,00 Juta",5
Menjual Minuman Dan Snack,70,216,1,2015,?pm=3+0lXiH4QtfgwPIsAFRoiQ==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 70,00 Juta","Rp. 216,00 Juta",- %/Tahun,"Rp. 9,50 Juta","Rp. 66,00 Juta",7
Nasi Kuning,"23,3",39,2,2015,?pm=tpZigzFy1T126FIKDKui8w==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 23,30 Juta","Rp. 39,00 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 15,00 Juta",4
Warung Makan,"9,8",540,1,2016,?pm=d+NTcNeUYuZcBUJi9NVywA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 9,80 Juta","Rp. 540,00 Juta",- %/Tahun,"Rp. 9,00 Juta","Rp. 15,00 Juta",5
Kuliner,"206,5","48,9",3,2016,?pm=lV0iFSl/zXJZgByfeOzG4A==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 206,50 Juta","Rp. 48,90 Juta",- %/Tahun,"Rp. 4,50 Juta","Rp. 3.000,00 Juta",4
Bakso,"1,5",36,1,2016,?pm=zEpn7rWGvnV7YMFyiZpfBQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 1,50 Juta","Rp. 36,00 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 15,00 Juta",5
Makanan Bakso,5,4,2,2016,?pm=nvrHis0KG4lqhNs5SPRMZQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 5,00 Juta","Rp. 4,00 Juta",- %/Tahun,"Rp. 9,50 Juta","Rp. 2,00 Juta",4
Bakso,"18,1",54,1,2016,?pm=HSNQvc305PnKKXVfbQSFSw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 18,10 Juta","Rp. 54,00 Juta",- %/Tahun,"Rp. 7,50 Juta","Rp. 14,00 Juta",4
Warung Makan,"985,2",432,3,2016,?pm=MswnMTHWBJbYQEvMNA5CCQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 985,20 Juta","Rp. 432,00 Juta",- %/Tahun,"Rp. 7,50 Juta","Rp. 979,00 Juta",8
Batagor,"23,65",216,2,2016,?pm=VXhw+Yd0/gTJ2Sgf9A1Baw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 23,65 Juta","Rp. 216,00 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 15,00 Juta",4
Makanan,24,360,3,2016,?pm=5GmW41DX7OVH7QyHGbxopg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 24,00 Juta","Rp. 360,00 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 16,00 Juta",4
Warung Makan,"42,5",720,2,2016,?pm=S32DHOYYQOBefmoVx3t79Q==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Usaha Dagang (UD),2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   95,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   5,00 %",Sedang,"Rp. 42,50 Juta","Rp. 720,00 Juta",- %/Tahun,"Rp. 4,00 Juta","Rp. 14,00 Juta",3
Warung Makan,198,144,1,2016,?pm=rTsHc1mu7jqCIbPBqHfehw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 198,00 Juta","Rp. 144,00 Juta",- %/Tahun,"Rp. 4,40 Juta","Rp. 14,00 Juta",2
Kelapa Bakar,"251,82","19,2",1,2016,?pm=UqW5BlPPpTRsLjm/Qum6Dw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 251,82 Juta","Rp. 19,20 Juta",- %/Tahun,"Rp. 4,00 Juta","Rp. 14,00 Juta",2
Warung Kopi,12,85,2,2014,?pm=iWLwM/luhLWLfTakyNf9bA==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 12,00 Juta","Rp. 85,00 Juta",- %/Tahun,"Rp. 9,00 Juta","Rp. 40,00 Juta",4
Warung Nasi,12,55,1,2014,?pm=mo6huMrLMA/BM/+gl8LGhA==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 12,00 Juta","Rp. 55,00 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 10,00 Juta",3
Penjualan Cappucino Cincau,48,40,1,2014,?pm=Y8/jCmvFk/eJWribQymUPw==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 48,00 Juta","Rp. 40,00 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 40,00 Juta",4
Penjualan Nasi Gemuk,16,72,1,2014,?pm=3ni8aPyzCCNcZwtmqUm3Fw==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 16,00 Juta","Rp. 72,00 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 15,00 Juta",3
Penjualan Empek-Empek,"7,7",108,1,2014,?pm=tCBGvZqOuMnxMwGsHxcj2w==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 7,70 Juta","Rp. 108,00 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 7,00 Juta",3
Warung  Gado-Gado,"22,5",50,1,2014,?pm=mBn51x1k9Ud6a7wu6ecYXg==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 22,50 Juta","Rp. 50,00 Juta",- %/Tahun,"Rp. 9,00 Juta","Rp. 20,00 Juta",3
Warung Pempek Bakar,"13,5",12,2,2014,?pm=TgrD+LUP2KSb0R10oMQz3A==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 13,50 Juta","Rp. 12,00 Juta",- %/Tahun,"Rp. 9,00 Juta","Rp. 22,00 Juta",3
Manufaktur,"61,35","50,7",4,2018,?pm=/jKmoADU964v9GzX8GKwHw==&mp=tFF9KAXBbci/UefzhiAg3g==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 61,35 Juta","Rp. 50,70 Juta",- %/Tahun,"Rp. 9,50 Juta","Rp. 200,00 Juta",3
Manufaktur,"177,5",364,4,2018,?pm=fkvsFAtqpw8Cmqb9sGKLUQ==&mp=tFF9KAXBbci/UefzhiAg3g==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 177,50 Juta","Rp. 364,00 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 500,00 Juta",4
Penjual Burger,"719,49",10,1,2015,?pm=EmsCpA/F8sB5kuyAte3Ghw==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 719,49 Juta","Rp. 10,00 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 10,50 Juta",3
Es Kelapa,"7,5",25,1,2014,?pm=sWavkbrt3Y0A8VKDbr9Esg==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 7,50 Juta","Rp. 25,00 Juta",- %/Tahun,"Rp. 4,50 Juta","Rp. 10,00 Juta",3
Ikan Bakar,"46,5",810,6,2016,?pm=QPdHVdf5MSIyiv2lHhyoFw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,6,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Tinggi,"Rp. 46,50 Juta","Rp. 810,00 Juta",- %/Tahun,"Rp. 4,50 Juta","Rp. 50,00 Juta",1
Jualan Es,10,36,1,2014,?pm=vnssx6blS++esqUy026tZA==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 10,00 Juta","Rp. 36,00 Juta",- %/Tahun,"Rp. 0,00 Juta","Rp. 150,00 Juta",4
Warung Nasi Gemuk,"1,6","90,72",1,2014,?pm=ujG67U7fMlqzxi3fCcnKyQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 1,60 Juta","Rp. 90,72 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 10,00 Juta",2
Pembuatan Pempek,"8,2","93,6",2,2014,?pm=D5jXnwbYSr7s67agJ3cIFQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 8,20 Juta","Rp. 93,60 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 350,00 Juta",3
Warung Soto Ayam,13,54,6,2014,?pm=7sQY7zbiOXZE42RZo6Syog==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,6,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 13,00 Juta","Rp. 54,00 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 100,00 Juta",4
Penyedia Makan Dan Minum,9,"17,16",1,2016,?pm=q0dERQwl8WWr0fvRMEFhOQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 9,00 Juta","Rp. 17,16 Juta",- %/Tahun,"Rp. 5,70 Juta","Rp. 407,00 Juta",4
Makanan,"22,35",108,1,2014,?pm=jhuREicZsCzXV9FJSxr8Ng==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 22,35 Juta","Rp. 108,00 Juta",- %/Tahun,"Rp. 8,00 Juta","Rp. 11,50 Juta",2
Minuman,"13,8","46,8",1,2014,?pm=H02kpG58RYTGGNx/gMKmMQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 13,80 Juta","Rp. 46,80 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 25,00 Juta",4
Menjual Makanan Minuman,"330,5",40,1,2014,?pm=uG4Om73Jcx2gni8ithAyyg==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 330,50 Juta","Rp. 40,00 Juta",- %/Tahun,"Rp. 2,38 Juta","Rp. 330,00 Juta",6
